TS-Bayes_cumregret_mean,TS-Bayes_cumregret_se,TS-Freq_cumregret_mean,TS-Freq_cumregret_se,TS-Improved_cumregret_mean,TS-Improved_cumregret_se,TS-Bayes_thinnesses_mean,TS-Bayes_thinnesses_se,TS-Freq_thinnesses_mean,TS-Freq_thinnesses_se,TS-Improved_thinnesses_mean,TS-Improved_thinnesses_se
0.0,0.0,0.0,0.0,0.0,0.0,1.0027894056973135,0.0,1.0027894056973135,0.0,1.0027894056973135,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0056022847309865,0.0,1.0056022847309865,0.0,1.0056022847309865,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0084389681792214,0.0,1.0084389681792214,0.0,1.0084389681792214,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0112997936948631,0.0,1.0112997936948631,0.0,1.0112997936948631,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.01418510567422,0.0,1.01418510567422,0.0,1.01418510567422,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0170952554312156,0.0,1.0170952554312156,0.0,1.0170952554312156,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0200306013770688,0.0,1.0200306013770688,0.0,1.0200306013770688,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0229915092057102,0.0,1.0229915092057102,0.0,1.0229915092057102,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.025978352085154,0.0,1.025978352085154,0.0,1.025978352085154,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0289915108550531,0.0,1.0289915108550531,0.0,1.0289915108550531,0.0
